STATION_NO,R_STATION,R_CTRY,R_LATITUDE,R_LONGITUD,R_ALTITUDE,R_HEIGHT,R_ANT_BEAM,ZONE,ANTEN_TYPE,ANTEN_DIAM,FEED,PROT_RAD,FIG_MERIT,XPD_0,OFF_AXIS,RELAT_LEV,RANGE_REC,INT_TIME,EXP_NO,SATEL_NAME,SATEL_POS,TYPE,START_DATE,END_DATE,DURATION,FREQUENCY,POL_L_C,POLAR,ELEVATION,RAIN_CONC,T_MED,DATA_SAMP,CALIB_INT,DAT_RES,RAIN_GAUGE,RAIN_RES,RAIN_TIME,LOC_GAUGE,ATT_E_T,RR_001,RR_002,RR_003,RR_005,RR_01,RR_02,RR_03,RR_05,RR_1,RR_2,RR_3,RR_5,RR1,RR2,RR3,RR5,RR10,RR20,RR30,RR50,A_001,A_002,A_003,A_005,A_01,A_02,A_03,A_05,A_1,A_2,A_3,A_5,A1,A2,A3,A5,A10,A20,A30,A50,FLAG1,FLAG2,FLAG3,FLAG4,FLAG5,FLAG6,FLAG7,FLAG8,REFERENCES_EXP,COMMENTS
137,OTTAWA,CA,45.34,284.1,81,2,0.43,K,Cassegrain,2.4,Circular,No,20,,,,35,1,4,ACTS,260,BCN,2000/09/01,2001/08/31,365,20.185,L,64,30.29,Y,,1,,,Tip Bucket,,,,E,,,,,,,,,,,,,,,,,,,,,22.41,20.75,19.36,17.67,14.34,11.31,9.7,7.54,5.63,3.99,3.12,2.32,1.5,0.9,0.57,0.2,,,,,,,5E-3,5E+1,,,,,No wetting effect,Generated by L. Castanet from information provided by C. Amaya on 10.11.2005 based on the file CRCACTSFade.xls
137,OTTAWA,CA,45.34,284.1,81,2,0.43,K,Cassegrain,2.4,Circular,No,20,,,,35,1,5,ACTS,260,BCN,2001/09/01,2002/08/31,365,20.185,L,64,30.29,Y,,1,,,Tip Bucket,,,,E,,,,,,,,,,,,,,,,,,,,,31.98,29.44,27.84,26.02,21.75,16.05,12.42,8.93,6.24,4.66,3.92,3.22,2.4,1.72,1.37,0.93,,,,,,,5E-3,5E+1,,,,,No wetting effect,Generated by L. Castanet from information provided by C. Amaya on 10.11.2005 based on the file CRCACTSFade.xls
137,OTTAWA,CA,45.34,284.1,81,2,0.32,K,Cassegrain,2.4,Circular,No,20,,,,35,1,6,ACTS,260,BCN,1997/09/01,1998/08/31,365,27.505,L,68,32.2,Y,,1,,,Tip Bucket,,,,E,,,,,,,,,,,,,,,,,,,,,,37.09,33.97,29.71,22.6,17.66,15.24,12.03,8.61,5.89,4.62,3.38,2.08,1.2,0.71,0.19,,,,,,,5E-3,5E+1,,,,,No wetting effect,Generated by L. Castanet from information provided by C. Amaya on 10.11.2005 based on the file CRCACTSFade.xls
137,OTTAWA,CA,45.34,284.1,81,2,0.32,K,Cassegrain,2.4,Circular,No,20,,,,35,1,7,ACTS,260,BCN,1998/09/01,1999/08/31,365,27.505,L,68,32.2,Y,,1,,,Tip Bucket,,,,E,,,,,,,,,,,,,,,,,,,,,29.88,28.12,26.86,24.66,20.56,16.01,13.52,10.78,8.32,6.77,5.95,4.63,2.36,0.19,0.17,0.15,,,,,,,0E+0,0E+0,,,,,No wetting effect,Generated by L. Castanet from information provided by C. Amaya on 10.11.2005 based on the file CRCACTSFade.xls - Effect of snow fo part on the cdf
137,OTTAWA,CA,45.34,284.1,81,2,0.32,K,Cassegrain,2.4,Circular,No,20,,,,35,1,8,ACTS,260,BCN,1999/09/01,2000/08/31,365,27.505,L,68,32.2,Y,,1,,,Tip Bucket,,,,E,,,,,,,,,,,,,,,,,,,,,,,39.58,36.52,29.8,24.05,20.26,16.75,11.95,8.31,6.43,4.5,2.77,1.6,0.93,0.18,,,,,,,5E-3,5E+1,,,,,No wetting effect,Generated by L. Castanet from information provided by C. Amaya on 10.11.2005 based on the file CRCACTSFade.xls
137,OTTAWA,CA,45.34,284.1,81,2,0.32,K,Cassegrain,2.4,Circular,No,20,,,,35,1,9,ACTS,260,BCN,2000/09/01,2001/08/31,365,27.505,L,64,30.29,Y,,1,,,Tip Bucket,,,,E,,,,,,,,,,,,,,,,,,,,,29.11,26.88,25.22,22.79,19,15.78,14.32,12.45,10.13,7.26,5.49,3.9,2.47,1.44,0.91,0.2,,,,,,,1E-1,5E+1,,,,,No wetting effect,Generated by L. Castanet from information provided by C. Amaya on 10.11.2005 based on the file CRCACTSFade.xls
137,OTTAWA,CA,45.34,284.1,81,2,0.32,K,Cassegrain,2.4,Circular,No,20,,,,35,1,10,ACTS,260,BCN,2001/09/01,2002/08/31,365,27.505,L,64,30.29,Y,,1,,,Tip Bucket,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,34.2,25.8,20.85,15.54,11.01,7.95,6.8,5.58,4.06,2.85,2.24,1.49,,,,,,,1E-2,5E+1,,,,,No wetting effect,Generated by L. Castanet from information provided by C. Amaya on 10.11.2005 based on the file CRCACTSFade.xls
140,VILLAHERMOSA,MX,17.9,267.12,10,1.5,,,Offset,2.4,,No,25.2,,,,31.1,-2,1,ACTS,260,BCN,1998/10/01,1999/09/30,365,20.2,L,20.9,67.3,Y,,0.2,120,0.1,Tip Bucket,,,Colloc,T,169.9,137.4,132.8,122.5,105.6,85.5,70.7,55.7,36.4,20,14.9,12.2,5.2,0.99,0.98,0.96,0.91,,,,,,,,,,,26.6,18.8,12.4,9.6,7.2,5,3.3,2.5,2,1.7,1.41,1.24,1.07,2E-3,3E-1,5E-2,5E+1,,,,,USA. 3J/50-3M/72. May 2002,Added by C.Riva from ESA contract 17760/03/NL/JA (19.04.2006). metallic reflector no wetting effect - generated by L. Castanet on 27.10.2005
201,UTIBE,PA,9.1,280.7,,,,P,,,,,,,,,,,1,,,RDM,1971/09/01,1972/06/01,273,15.3,L,,55,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5.8,4.2,2.8,1.6,,,,,,,,,,,,,,,,MEYERHOFF.I08,
202,MANAUS,BR,-3.1,299.7,48,,,P,,,,,,,,,,,1,,,RDM,1973/12/01,1974/04/01,151,11.7,L,,55,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,7.2,5.2,3.5,2,,,,,,,,,,,,,,,,MEYERHOFF,I08
202,MANAUS,BR,-3.15,299.7,48,,,P,SYM. PAR.,1.2,,N,,,,,,16,2,,,RDM,1987/12/01,1988/11/30,349,12,L,90,83.05,Y,285,2,1,,TIP.BUCKET,1,1,1,E,176.95,153.37,139.9,125.39,113.3,99.04,86.97,73.91,56.87,37.14,25.17,13.66,4.93,1.64,0.94,0.81,,,,,,,,,,,,12,8.43,5.35,3.58,1.87,0.94,0.44,0.26,0.13,,,,,,,,,,,,,,Data already in dbsg3 but re-submitted corrected by Luis Mello in Geneva in October 2006
202,MANAUS,BR,-3.15,299.7,48,,,P,SYM. PAR.,1.2,,N,,,,,,16,3,,,RDM,1988/12/01,1989/11/30,305,12,L,90,83.05,Y,285,2,1,,TIP.BUCKET,1,1,1,E,152.65,131.74,126.64,117.09,105.35,91.69,82.22,72.02,54.96,38.27,27.19,14.82,5.88,2.16,0.98,0.84,,,,,,,,,,,12.36,10.51,7.81,4.89,3.41,2.02,0.99,0.48,0.29,0.13,,,,,,,,,,,,,,Data already in dbsg3 but re-submitted corrected by Luis Mello in Geneva in October 2006
202,MANAUS,BR,-3.1,299.7,48,,,P,,,,,,,,,,,4,,,RDM,1987/12/01,1989/11/01,655,12,L,90,83.05,Y,,,,,,,,,,167.51,144.56,130.98,121.71,110.23,95.66,84.4,73.02,55.88,37.69,26.25,14.27,5.4,1.87,0.96,0.82,,,,,,,,,,,,11.19,8.11,5.12,3.5,1.94,0.96,0.46,0.28,0.13,,,,,,,,,,,,,,I08
203,RIO DE JANEIRO,BR,-22.92,316.5,30,,,N,SYM. PAR.,1.2,,N,,,,,,16,1,,,RDM,1987/12/01,1988/11/30,342,12,L,90,53.87,Y,285,2,1,,TIP.BUCKET,1,1,1,E,132.12,116.8,110.24,98.4,78.9,64.43,52.85,41.31,30.21,19.91,15.17,10.8,6.55,3.35,1.95,0.95,,,,,,,,,,12.7,9.75,7.21,4.15,2.07,1.45,1,0.57,0.33,0.22,0.12,,,,,,,,,,,,,,Data already in dbsg3 but re-submitted corrected by Luis Mello in Geneva in October 2006
203,RIO DE JANEIRO,BR,-22.92,316.5,30,,,N,SYM. PAR.,1.2,,N,,,,,,16,2,,,RDM,1988/09/01,1989/08/31,303,12,L,90,53.87,Y,285,2,1,,TIP.BUCKET,1,1,1,E,123.25,100.17,90.82,84.1,69.25,56.14,47.32,37.18,26.86,18.29,13.76,9.64,5.24,2.23,1.09,0.86,,,,,,,,12.03,9.73,7.53,6.56,4.7,2.52,1.44,1.09,0.75,0.46,0.27,0.17,0.09,,,,,,,,,,,,,,Data already in dbsg3 but re-submitted corrected by Luis Mello in Geneva in October 2006
203,RIO DE JANEIRO,BR,-22.92,316.5,30,,,N,SYM. PAR.,1.2,,N,,,,,,16,3,,,RDM,1987/12/01,1989/08/31,517.5,12,L,90,53.87,Y,285,2,1,,TIP.BUCKET,1,1,1,T,128,114,108,89.47,76.22,61.76,52.21,39.88,29.04,19,14.29,9.89,5.59,2.53,1.33,0.88,,,,,,,,,,10.4,8.54,6.45,3.46,1.76,1.3,0.9,0.51,0.29,0.19,0.1,,,,,,,,,,,,,,
203,RIO DE JANEIRO,BR,-22.92,316.5,30,,,N,SYM. PAR.,1.2,,N,,,,,,16,4,,,RDM,1992/01/01,1992/12/31,355,12,L,90,53.87,Y,285,2,1,,TIP.BUCKET,1,1,1,E,85.93,77.5,67.63,62.45,50.59,39.9,34.43,29.37,21.9,15.01,11.39,7.89,4.26,1.94,1.45,0.96,,,,,,,,11.37,9.28,7.34,6.14,4.52,2.81,1.52,1.13,0.76,0.42,0.26,0.2,0.15,,,,,,,,,,,,,,Data already in dbsg3 but re-submitted corrected by Luis Mello in Geneva in October 2006
203,RIO DE JANEIRO,BR,-22.92,316.5,30,,,N,SYM. PAR.,1.2,,N,,,,,,16,5,,,RDM,1991/01/01,1991/12/31,334,12,L,90,53.87,Y,285,2,1,,TIP.BUCKET,1,1,1,E,167.35,131.1,108.12,98.9,77.9,63.68,51.74,38.96,22.36,13.59,10.17,7.22,4.06,1.84,1.38,0.94,,,,,,,,,,12.73,10.01,7.47,3.68,1.56,1.12,0.78,0.47,0.26,0.18,0.1,,,,,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
203,RIO DE JANEIRO,BR,-22.92,316.5,30,,,N,SYM. PAR.,1.2,,N,,,,,,16,6,,,RDM,1991/01/01,1991/12/31,330,12,L,90,90,Y,285,2,1,,TIP.BUCKET,1,1,1,E,167.35,131.1,108.12,98.9,77.9,63.68,51.74,38.96,22.36,13.59,10.17,7.22,4.06,1.84,1.38,0.94,,,,,,,,,,10.51,8.79,5.93,2.64,1.24,0.92,0.64,0.37,0.22,0.15,0.09,,,,,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
203,RIO DE JANEIRO,BR,-22.92,316.5,30,,,N,SYM. PAR.,1.2,,N,,,,,,16,7,,,RDM,1992/01/01,1992/12/31,341,12,L,90,90,Y,285,2,1,,TIP.BUCKET,1,1,1,E,85.93,77.5,67.63,62.45,50.59,39.9,34.43,29.37,21.9,15.01,11.39,7.89,4.26,1.94,1.45,0.96,,,,,,,,,10.91,7.25,5.62,4.26,2.61,1.46,1.05,0.67,0.36,0.2,0.13,0.08,,,,,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
203,RIO DE JANEIRO,BR,-22.92,316.5,30,,,N,SYM. PAR.,1.2,,N,,,,,,16,8,,,RDM,1993/01/01,1993/12/31,363,12,L,90,53.87,Y,285,2,1,,TIP.BUCKET,1,1,1,E,117.03,99.96,95.3,87.92,75.17,62.88,54.62,41.32,23.96,13.41,9.98,6.66,3.44,1.74,1.32,0.94,,,,,,,,,,12.83,10.21,7.41,4.27,2.07,1.3,0.78,0.42,0.25,0.2,0.14,,,,,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
203,RIO DE JANEIRO,BR,-22.92,316.5,30,,,N,SYM. PAR.,3.6,,N,,,,,,16,9,INTELSAT,307,BCN,1995/09/01,1996/08/31,284,11.452,C,45,63,Y,,2,,,TIP.BUCKET,1,1,1,,118.54,109.2,101.33,93.46,81.92,67.18,60.11,49.52,31.99,19.67,13.61,8.43,4.22,1.91,1.3,0.91,0.7,0.49,0.36,0.21,19.06,17.3,16.35,15.17,13.55,11.17,9.42,6.95,4.32,3.29,2.92,2.65,2.35,2.09,1.92,1.66,1.27,0.84,0.58,0.27,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
203,RIO DE JANEIRO,BR,-22.92,316.5,30,,,N,SYM. PAR.,3.6,,N,,,,,,16,10,INTELSAT,307,BCN,1998/03/01,1999/02/28,310,11.452,C,45,63,Y,,2,,,TIP.BUCKET,1,1,1,,114.83,106.9,100.43,88.52,73.26,61.44,52.17,42.63,29.33,16.26,11.51,7.49,4.15,1.96,1.46,0.96,0.73,0.51,0.38,0.22,25.4,20.7,20.29,20,15.91,12.43,10.17,7.29,4.29,2.41,1.84,1.29,0.71,0.45,0.4,0.34,0.26,0.18,0.14,0.08,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
204,BELEM,BR,-1.45,311.5,24,,,N,SYM.PAR.,1.2,,N,,,,,,16,1,,,RDM,1987/12/01,1988/11/30,342,12,L,90,70.53,Y,285,2,1,,TIP BUCKET,1,1,1,E,145.36,131.61,122.19,115.12,102.51,88.6,81.31,69.94,52.36,32.18,22.09,11.88,4.82,1.69,0.96,0.82,,,,,,,,,,,12.93,10.68,7.8,5.2,3.71,1.99,0.93,0.41,0.25,0.12,,,,,,,,,,,,,,Data already in dbsg3 but re-submitted corrected by Luis Mello in Geneva in October 2006
204,BELEM,BR,-1.45,311.5,24,,,N,SYM.PAR.,1.2,,N,,,,,,16,2,,,RDM,1988/12/01,1989/11/30,280,12,L,90,70.53,Y,285,2,1,,TIP BUCKET,1,1,1,E,187.82,175.96,172.86,160.91,146.15,122.09,101.47,82.53,60.69,40.34,29.51,16.33,5.48,1.66,0.95,0.81,,,,,,,,,,,,12.6,9.34,6.2,4.62,2.86,1.21,0.56,0.36,0.2,,,,,,,,,,,,,,Data already in dbsg3 but re-submitted corrected by Luis Mello in Geneva in October 2006
204,BELEM,BR,-1.3,312,24,,,N,SYM.PAR.,,,,,,,,,,3,,,RDM,1987/12/01,1989/11/01,623,12,L,90,70.53,Y,285,2,1,,TIP BUCKET,1,1,1,T,176,168.12,158.04,146.02,124.27,100.64,87.84,75.75,55.63,36.46,25.38,13.78,5.06,1.68,0.96,0.82,,,,,,,,,,,,11.66,8.51,5.69,4.13,2.39,1.05,0.48,0.3,0.15,,,,,,,,,,,,,,I08
205,PONTA DAS LAGES,BR,-3.1,300.1,13,,,P,SYM.PAR.,1.2,,N,,,,,,16,1,,,RDM,1988/12/01,1989/11/30,334,12,L,90,82.97,Y,285,2,1,,TIP BUCKET,1,1,1,E,158.04,142.11,128.69,116.65,95.73,80.65,73.65,62.71,48.22,32.07,23.09,13.77,5.79,1.8,0.96,0.82,,,,,,,,,12.89,11.41,10.32,8.5,6.31,3.95,2.79,1.7,0.9,0.47,0.31,0.13,,,,,,,,,,,,,,Data already in dbsg3 but re-submitted corrected by Luis Mello in Geneva in October 2006
206,TRINIDAD,TT,10.69,298.47,50,,,N,,,,,,,,,,,1,,,RDM,,,,11.6,L,,51.3,Y,,,,,,,,,,,,,,110,,,,45,,,,4,,,,,,,,,,,,12.6,,,,5.9,,,,0.9,,,,,,,,,,,,,,,,,
207,IQUITOS,PE,-3.4,286,50,,,P,,,,,,,,,,,1,,,RDM,,,,11.6,L,,27.7,Y,,,,,,,,,,,,,,115,,,,46,,,,6,,,,,,,,,,,,,,,,8.4,,,,1.7,,,,,,,,,,,,,,,,DISSANAYAK,
208,BRASILIA,BR,-15.8,312.17,1172,,,N,SYM.PAR.,1.2,,N,,,,,,16,1,,,RDM,1992/01/01,1992/12/31,331,12,L,90,62.82,Y,285,2,1,,TIP BUCKET,1,1,1,E,100.41,81.41,67.88,61.76,56.1,45.68,38.43,31.83,21.98,12.39,8.06,4.65,2.22,1.43,1.06,0.87,,,,,13.19,12.41,11.96,11.18,9.6,7.22,6.23,5.29,3.64,2.24,1.59,0.94,0.52,0.31,0.19,0.13,,,,,,,,,,,,,,Data already in dbsg3 but re-submitted corrected by Luis Mello in Geneva in October 2006
208,BRASILIA,BR,-15.8,312.17,1172,,,N,SYM.PAR.,1.2,,N,,,,,,16,2,,,RDM,1991/03/01,1992/02/29,307,12,L,90,62.82,Y,285,2,1,,TIP BUCKET,1,1,1,E,153.88,139.13,133.35,123.41,103.34,81.59,69.81,55.31,34.9,19.28,12.08,6.62,3.14,1.74,1.41,1,,,,,,,,12.52,10.84,8.85,7.78,6.29,3.75,1.86,1.26,0.75,0.39,0.19,0.12,0.06,,,,,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
209,SAO PAULO,BR,-23.53,314.6,760,,,N,SYM.PAR.,1.2,,N,,,,,,16,1,,,RDM,1991/02/01,1992/01/31,354,12,L,90,55.56,Y,285,2,1,,TIP BUCKET,1,1,1,E,194.64,158.57,141.72,116.46,89.38,68.3,56.71,45.96,28.58,15.91,11.29,6.99,3.28,1.64,1.19,0.9,,,,,,,,,13.68,10.97,9.91,7.49,4.35,2.44,1.67,1.05,0.58,0.28,0.18,0.1,,,,,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
209,SAO PAULO,BR,-23.53,314.6,760,,,N,SYM.PAR.,1.2,,N,,,,,,16,2,,,RDM,1992/02/01,1993/01/31,348,12,L,90,55.56,Y,285,2,1,,TIP BUCKET,1,1,1,E,137.73,114.75,107.72,97.27,83.69,58.39,48.87,37.02,23.18,13.18,8.88,5.47,2.58,1.46,1.03,0.86,,,,,,,,12.49,10.34,8.1,6.88,5.49,3.7,2.09,1.46,0.93,0.51,0.25,0.16,0.09,,,,,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
210,MOSQUEIRO,BR,-1.45,323,24,,,N,SYM.PAR.,4.5,,N,,,,,,16,1,INTELSAT,307,BCN,1996/04/01,1997/03/30,323,11.452,C,45,89,Y,,2,,,TIP BUCKET,1,1,1,,163.88,154.06,150.02,145.74,134.69,119.82,109.91,94.93,72.51,51.87,38.89,23.82,10.12,3.76,1.89,1,0.77,0.54,0.4,0.23,,35.22,35.02,27.74,23.29,18.62,15.55,12.23,8.33,5.05,3.55,2.25,1.49,1.32,1.23,1.11,0.91,0.66,0.51,0.25,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
211,RECIFE,BR,-8.05,325.1,56,,,N,SYM.PAR.,3.6,,N,,,,,,16,1,INTELSAT,307,BCN,1997/12/01,1998/12/30,325,11.452,C,45,69,Y,,2,,,TIP BUCKET,1,1,1,,92.56,85.68,80.89,75,64.01,49.68,40.39,33.16,23.19,14.64,10.48,6.01,2.23,1.18,0.93,0.8,0.61,0.43,0.32,0.18,10.05,7.9,7.15,6.59,6.31,6.08,5.9,5.61,5.15,3.56,2.48,1.92,1.54,1.33,1.22,1.08,0.86,0.61,0.45,0.2,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
212,CURITIBA,BR,-25.42,310.72,915,,,N,SYM.PAR.,3.6,,N,,,,,,16,1,INTELSAT,307,BCN,1997/04/01,1998/03/31,344,11.452,C,45,60,Y,,2,,,TIP BUCKET,1,1,1,,113.13,97.09,86.14,73.61,59.82,43.98,36.66,28.36,19.37,12.86,9.24,6.3,3.51,1.69,1.12,0.88,0.67,0.47,0.35,0.2,25.82,22.16,19.52,16.3,12.21,8.2,6.82,4.9,3.88,3.08,2.56,2.25,1.91,1.66,1.51,1.31,1.04,0.7,0.5,0.23,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
212,CURITIBA,BR,-25.42,310.72,915,,,N,SYM.PAR.,3.6,,N,,,,,,16,2,INTELSAT,307,BCN,1998/03/01,1998/02/28,256,11.452,C,45,60,Y,,2,,,TIP BUCKET,1,1,1,,100.71,88.33,79.07,66.29,50.29,36.89,30.96,24.05,16.64,10.15,7.48,4.96,2.43,1.21,0.93,0.8,0.61,0.43,0.32,0.18,27.53,27.02,23.09,18.85,14.29,9.24,7.18,5.09,3.92,3.47,3.13,2.36,1.86,1.54,1.36,1.15,0.83,0.5,0.36,0.18,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
213,PORTO ALEGRE,BR,-30.05,308.83,70,,,N,SYM.PAR.,3.6,,N,,,,,,16,1,INTELSAT,307,BCN,1998/03/01,1998/02/28,276,11.452,C,45,55,Y,,2,,,TIP BUCKET,1,1,1,,94.94,83.11,75.07,64.69,51.13,37.25,31.08,22.02,13.25,8.01,6.06,4.33,2.47,1.35,0.96,0.82,0.63,0.44,0.33,0.19,23.04,20.33,18.14,15.46,11.16,8.4,6.44,4.6,2.77,2.05,1.75,1.43,1.15,0.91,0.78,0.63,0.45,0.3,0.22,0.11,,,,,,,,,,Data submitted by Luis Mello in Geneva in October 2006
301,TRONDHEIM,NO,63.6,10.4,,,,G,,,,,,,,,,,1,OTS,10,BCN,1979/05/01,1979/07/01,92,11.6,L,,18,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,3.3,2.9,2.5,2,1.6,1.4,1.1,0.9,,,,,,,,,,,,,,,,GUTTEBERG,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
302,BERGEN,NO,60.4,5.3,,,,J,,,,,,,,,,,1,OTS,10,BCN,1979/05/01,1979/09/01,123,11.6,L,,21,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,8.8,8.1,7.3,6.4,5.3,4.7,4.1,3.4,2.8,2.4,2.1,1.7,,,,,,,,,,,,,,,,GUTTEBERG,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
303,KJELLER,NO,60,11,,,,J,,,,,,,,,,,1,OTS,10,BCN,1980/05/01,1980/09/01,123,11.6,L,,22,Y,,,,,,,,,,75,62,55.3,48.1,40,30,25,19.9,15,9.2,7,4.8,3,,,,,,,,12.6,10.5,9.5,8.3,6.9,4.8,3.9,3,2.1,1.6,1.4,1.1,0.8,,,,,,,,,,,,,,,,GUTTEMBERG,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
304,EIK,NO,61.3,5.2,,,,G,,,,,,,,,,,1,OTS,10,BCN,1980/04/01,1980/06/01,61,11.6,L,,23,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,3.4,2.9,2.5,2,1.6,1.4,1.2,1,,,,,,,,,,,,,,,,GUTTEBERG,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
305,ALBERTSLUND,DK,55.68,12.36,27,,,E,,,,,,,,,,,1,OTS,10,BCN,1979/01/01,1980/12/01,731,11.8,C,45,26.5,Y,,,,,,,,,,53,41,33,24,16,11,9,,,,,,,,,,,,,,7.8,5.4,4.5,3.5,2.3,1.8,1.4,1.1,,,,,,,,,,,,,,,,,,,,,COST 1985,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
305,ALBERTSLUND,DK,55.68,12.36,27,,,E,,,,,,,,,,,2,OTS,10,BCN,1979/01/01,1979/12/01,365,14.5,C,45,26.5,Y,,,,,,,,,,45,39,32,24,14,10,8,,,,,,,,,,,,,,8,6.9,6.2,5.2,4.1,3.1,2.5,1.9,1.2,,,,,,,,,,,,2E-3,3E-2,1E-3,1E-1,SE,,,,COST 1985,I08
305,ALBERTSLUND,DK,55.68,12.36,27,,,E,,,,,,,,,,,3,OTS,10,BCN,1979/01/01,1981/12/01,1068,11.8,C,45,26.5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,5.8,4.9,3.9,2.8,2,1.7,,,,,,,,,,,,,,,,,,ME,,,,COST 1985,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
305,ALBERTSLUND,DK,55.68,12.36,27,,,E,,,,,,,,,,,4,OTS,10,BCN,1979/01/01,1981/12/01,1068,14.5,C,45,26.5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5.9,5.4,4.7,3.8,3,2.6,1.9,1.3,,,,,,,,,,,,,,,,ME,,,,COST 1985,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
305,ALBERTSLUND,DK,55.68,12.36,27,,,E,,,,,,,,,,,5,OTS,10,BCN,1978/07/01,1978/12/01,184,11.8,C,45,26.5,Y,,5,,,DC,,10,,,69,55,45,35.1,25,19,14.5,4.5,,,,,,,,,,,,,5.7,5,4.6,4.2,3,1.9,1.6,1.2,,,,,,,,,,,,,,,,,,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
305,ALBERTSLUND,DK,55.68,12.36,27,,,E,,,,,,,,,,,6,OTS,10,BCN,1979/01/01,1979/12/01,365,11.8,C,45,26.5,Y,,5,,,DC,,10,,,47,37,31.4,25,14,9,7.8,,,,,,,,,,,,,,4.9,4.4,3.9,3.2,2.1,1.7,1.5,1.2,,,,,,,,,,,,,5E-3,3E-2,2E-3,5E-2,SE,,,,,I08
305,ALBERTSLUND,DK,55.68,12.36,27,,,E,,,,,,,,,,,7,OTS,10,BCN,1980/01/01,1980/12/01,366,11.8,C,45,26.5,Y,,5,,,DC,,10,,,60,42,33.8,26,18,13,11.2,,,,,,,,,,,,,,11.4,7.9,5.5,3.9,2.4,1.8,1.3,1,,,,,,,,,,,,,1E-3,3E-2,2E-3,5E-2,SE,,,,,I08
305,ALBERTSLUND,DK,55.68,12.36,27,,,E,,,,,,,,,,,8,OTS,10,BCN,1981/01/01,1981/08/01,243,11.8,C,45,26.5,Y,,5,,,DC,,10,,,50,40,33.8,27.9,20,13,10.5,8.1,,,,,,,,,,,,,4.5,3.8,3.2,2.7,2.2,1.8,1.6,1.2,,,,,,,,,,,,,,,,,,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
305,ALBERTSLUND,DK,55.68,12.36,27,,,E,,,,,,,,,,,9,INTELSAT V,307,BCN,1985/05/01,1985/12/01,197,11.198,C,45,4.94,Y,,10,,,DC,1,10,,,67.5,58.75,52.5,46.87,35.62,25,20,15,9.37,5.62,4.68,3.75,2.25,1.25,1.1,0.62,0.25,,,,19.37,18.12,17.34,16.25,14.53,12.81,11.56,10,7.34,5.15,4.06,3.12,2.5,1.87,1.56,1.25,0.78,,,,,,,,,,,,JOHN R. LA,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
305,ALBERTSLUND,DK,55.68,12.36,27,,,E,,,,,,,,,,,10,INTELSAT V,307,BCN,1986/01/01,1986/12/01,257,11.198,C,45,4.94,Y,,10,,,DC,1,10,,,76.25,65,55,45,27.5,15.62,11.25,8.75,6.87,5,3.75,3.12,1.87,1.25,1,0.6,0.2,,,,12.34,11.72,11.4,10.62,9.06,6.87,6.1,5.31,4.37,3.6,3.28,2.81,2.34,1.87,1.56,1.25,0.78,0.47,,,,,,,,,,,JOHN R. LA,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
305,ALBERTSLUND,DK,55.68,12.36,27,,,E,,,,,,,,,,,11,INTELSAT V,307,BCN,1987/01/01,1987/12/01,270,11.198,C,45,4.94,Y,,10,,,DC,1,10,,,51.87,36.87,30,25,18.75,11.9,10,8.12,6.25,4.37,3.75,2.5,1.87,1.25,1,0.5,,,,,9.84,8.43,7.81,6.87,6.25,5.62,5.15,4.68,3.75,3.12,2.81,2.43,2.03,1.68,1.4,1.12,0.78,,,,,,,,,,,,JOHN R. LA,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
