STATION_NO,R_STATION,R_CTRY,R_LATITUDE,R_LONGITUD,R_ALTITUDE,R_RAINHEIGHT,R_HEIGHT,R_ANT_BEAM,ZONE,ANTEN_TYPE,ANTEN_DIAM,FEED,PROT_RAD,FIG_MERIT,XPD_0,OFF_AXIS,RELAT_LEV,RANGE_REC,INT_TIME,EXP_NO,SATEL_NAME,SATEL_POS,TYPE,START_DATE,END_DATE,DURATION,FREQUENCY,POL_L_C,POLAR,ELEVATION,RAIN_CONC,T_MED,DATA_SAMP,CALIB_INT,DAT_RES,RAIN_GAUGE,RAIN_RES,RAIN_TIME,LOC_GAUGE,ATT_E_T,RR_001,RR_002,RR_003,RR_005,RR_01,RR_02,RR_03,RR_05,RR_1,RR_2,RR_3,RR_5,RR1,RR2,RR3,RR5,RR10,RR20,RR30,RR50,A_001,A_002,A_003,A_005,A_01,A_02,A_03,A_05,A_1,A_2,A_3,A_5,A1,A2,A3,A5,A10,A20,A30,A50,FLAG1,FLAG2,FLAG3,FLAG4,FLAG5,FLAG6,FLAG7,FLAG8,REFERENCES_EXP,COMMENTS
346,MARTLESHAM#3,UK,52.06,1.29,20,2.1770 ,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,3,,,RDM,01/10/1979,30/09/1980,300,20,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,12.4,10.1,8,6.9,5.2,3.9,3.2,2.8,2.4,2,1.6,1.4,1.3,1.1,0.9,0.8,0.7,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.1770 ,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,4,,,RDM,01/10/1980,30/09/1981,343,20,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,12.4,10.4,9,7.8,6.7,5.4,4.1,3.4,3.1,2.7,2.3,1.9,1.7,1.4,1.2,1,0.8,0.7,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.1770 ,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,5,,,RDM,01/10/1978,30/09/1981,973,20,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,12.5,10.8,8.8,7.2,6.1,4.8,3.9,3.3,3,2.6,2.2,1.8,1.6,1.4,1.2,0.9,0.8,0.6,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.1770 ,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,6,,,RDM,01/06/1978,31/12/1981,1245,20,L,78.2,29.9,0,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,12.9,10.7,8.7,6.8,5.7,,,,,,,,,,,,,,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.1770 ,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,7,,,RDM,01/11/1989,31/10/1990,365,19.8,L,74.7,27.5,,274,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,12,10.4,7.8,5.9,4.9,4.2,3.5,2.8,2.4,2,1.6,1.2,1,0.9,0.7,0.6,0.6,0.5,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.1770 ,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,8,,,RDM,01/11/1990,30/11/1991,395,19.8,L,74.7,27.5,,274,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,7.4,4.6,3.2,2.6,2.1,1.8,1.4,1.2,1,0.9,0.6,0.6,0.5,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.1770 ,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,9,,,RDM,01/11/1989,30/11/1991,760,19.8,L,74.7,27.5,,274,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,7.5,5.6,4,2.9,2.5,2.1,1.7,1.3,1.1,1,0.7,0.6,0.6,0.5,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.1770 ,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,1,,,RDM,01/08/1975,31/07/1976,274,30,L,66.4,22.7,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,9.4,7,5.8,4.5,3.4,2.8,2.4,2.1,1.7,1.4,1.3,1.1,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.1770 ,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,2,,,RDM,01/10/1978,30/09/1979,328,30,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,12.6,9.3,7.9,6.7,5.3,4.3,3.9,3.3,2.7,2.2,2,1.7,1.4,1,0.9,0.7,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.1770 ,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,3,,,RDM,01/10/1979,30/09/1980,300,30,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,9.5,7,5.4,4.7,3.9,3,2.3,2,1.7,1.3,1,0.9,0.7,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.1770 ,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,4,,,RDM,01/10/1980,30/09/1981,341,30,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,8.9,6.3,4.8,4.2,3.5,2.8,2.2,1.8,1.5,1.1,0.7,0.6,0.3,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.1770 ,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,5,,,RDM,01/10/1978,30/09/1981,969,30,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,8.4,6.2,4.8,4.2,3.6,2.8,2.2,2,1.7,1.3,1,0.8,0.5,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.1770 ,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,6,,,RDM,01/06/1978,31/12/1981,1245,30,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,0,,,,,,,,,,,,,,,,,,,,12.6,10.2,7.8,,,,,,,,,,,,,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.1770 ,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,7,,,RDM,01/11/1989,31/10/1990,365,29.7,L,74.7,27.5,,274,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,12.6,9.7,8.4,7.1,5.8,4.6,4,3.2,2.2,1.6,1.3,1.1,0.9,0.7,0.7,0.6,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.1770 ,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,8,,,RDM,01/11/1990,30/11/1991,395,29.7,L,74.7,27.5,,274,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,12.9,12.6,12,11.8,11.3,10.9,10.7,10.4,8,5.4,4.4,3.6,2.7,2.1,1.8,1.5,1.2,0.9,0.8,0.6,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.1770 ,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,9,,,RDM,01/11/1989,30/11/1991,760,29.7,L,74.7,27.5,,274,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,11.5,10.9,10.5,9.1,6.8,5,4.3,3.5,2.6,1.9,1.6,1.3,1,0.8,0.7,0.6,,,,,,,,,,
348,MARTLESHAM#5,UK,52.06,1.29,20,2.1770 ,2.5,1,E,FRONT FED,1.83,HORN,N,,,,,,1,1,,,RDM,01/06/1978,31/12/1981,1245,11.8,C,45,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,6.9,5.5,4.7,3.7,2.9,2.2,1.8,,,,,,,,,,,,,,,,,,,,,,,
348,MARTLESHAM#5,UK,52.06,1.29,20,2.1770 ,2.5,1,E,FRONT FED,1.83,HORN,N,,,,,,1,2,,,RDM,01/06/1983,1894/05/31,359,11.2,C,45,10,,269,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,11.5,7.8,5.9,5,4,2.9,2.2,1.9,1.6,1.3,1,0.9,0.8,0.6,0.5,0.5,0.4,,,,,,,,,,
348,MARTLESHAM#5,UK,52.06,1.29,20,2.1770 ,2.5,1,E,FRONT FED,1.83,HORN,N,,,,,,1,3,,,RDM,01/06/1984,31/05/1985,317,11.2,C,45,10,,269,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,11.5,9.9,9.2,8.5,7.4,6.2,5.6,5,3.9,3,2.5,1.9,1.4,1.1,0.9,0.8,0.6,0.5,0.5,0.4,,,,,,,,,,
348,MARTLESHAM#5,UK,52.06,1.29,20,2.1770 ,2.5,1,E,FRONT FED,1.83,HORN,N,,,,,,1,4,,,RDM,01/06/1985,31/05/1986,352,11.2,C,45,10,,269,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,11.9,8.5,6.5,4.8,4.1,3.5,2.9,2.2,1.9,1.6,1.3,1,0.9,0.8,0.6,0.5,0.4,0.3,,,,,,,,,,
348,MARTLESHAM#5,UK,52.06,1.29,20,2.1770 ,2.5,1,E,FRONT FED,1.83,HORN,N,,,,,,1,5,,,RDM,01/06/1986,31/05/1987,361,11.2,C,45,10,,269,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,11.7,10.8,9.9,8.5,6.9,5.9,4.9,3.8,3,2.4,1.9,1.4,1.1,0.9,0.8,0.6,0.5,0.4,0.4,,,,,,,,,,
348,MARTLESHAM#5,UK,52.06,1.29,20,2.1770 ,2.5,1,E,FRONT FED,1.83,HORN,N,,,,,,1,6,,,RDM,01/06/1983,31/05/1987,1389,11.2,C,45,10,,269,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,12.8,11.5,9.6,7.5,6.1,5.3,4.5,3.4,2.6,2.1,1.7,1.4,1.1,0.9,0.8,0.6,0.5,0.5,0.4,,,,,,,,,,
349,MARTLESHAM#6,UK,52.06,1.29,20,2.1770 ,2.5,0.81,E,FRONT FED,1.83,HORN,N,,,,,,1,1,,,RDM,01/06/1978,31/12/1981,1245,14.5,C,45,29.9,,284,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,10,8.1,6.9,5.7,4.5,3.5,2.9,,,,,,,,,,,,,,,,,,,,,,,
349,MARTLESHAM#6,UK,52.06,1.29,20,2.1770 ,2.5,0.81,E,FRONT FED,1.83,HORN,N,,,,,,1,2,,,RDM,01/06/1983,31/05/1984,359,14.3,L,56,10,,268,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,10.6,7.8,6.8,5.5,4.3,3.2,2.7,2.3,1.9,1.5,1.3,1.1,0.9,0.8,0.7,0.5,,,,,,,,,,
349,MARTLESHAM#6,UK,52.06,1.29,20,2.1770 ,2.5,0.81,E,FRONT FED,1.83,HORN,N,,,,,,1,3,,,RDM,01/06/1984,31/05/1985,317,14.3,L,56,10,,268,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,10.8,9.1,8.2,7.2,5.9,4.6,3.7,2.8,2.1,1.7,1.4,1.1,0.9,0.8,0.7,0.5,,,,,,,,,,
349,MARTLESHAM#6,UK,52.06,1.29,20,2.1770 ,2.5,0.81,E,FRONT FED,1.83,HORN,N,,,,,,1,4,,,RDM,01/06/1985,31/05/1986,352,14.3,L,56,10,0,268,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,9.6,7.1,6.2,5.2,4.2,3.2,2.8,2.3,1.8,1.5,1.3,1.1,0.8,0.6,0.5,0.5,,,,,,,,,,
349,MARTLESHAM#6,UK,52.06,1.29,20,2.1770 ,2.5,0.81,E,FRONT FED,1.83,HORN,N,,,,,,1,5,,,RDM,01/06/1986,31/05/1987,361,14.3,L,56,10,,268,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,11.9,10.1,8.7,7.4,5.6,4.3,3.5,2.8,2,1.5,1.3,1.1,0.9,0.7,0.6,0.5,,,,,,,,,,
349,MARTLESHAM#6,UK,52.06,1.29,20,2.1770 ,2.5,0.81,E,FRONT FED,1.83,HORN,N,,,,,,1,6,,,RDM,01/06/1983,31/05/1987,1389,14.3,L,56,10,,268,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,10.8,8.7,7.7,6.5,5,3.7,3.1,2.5,2,1.5,1.3,1.1,0.9,0.7,0.6,0.5,,,,,,,,,,
350,MARTLESHAM#7,UK,52.06,1.29,20,2.1770 ,2.5,0.95,E,FRONT FED,1.8,HORN,,,,,,,1,1,,,RDM,01/11/1989,31/10/1990,365,12.9,L,74.7,27.5,,273,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,7.6,6,5.1,4.4,3.2,2.3,1.9,1.7,1.3,1.1,0.9,0.7,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,
350,MARTLESHAM#7,UK,52.06,1.29,20,2.1770 ,2.5,0.95,E,FRONT FED,1.8,HORN,,,,,,,1,2,,,RDM,01/11/1990,30/11/1991,395,12.9,L,74.7,27.5,,273,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,12.6,11.8,10.7,9,5.7,4.9,3.6,3,2.1,1.6,1.3,1,0.7,0.6,0.5,0.4,0.4,0.3,0.3,,,,,,,,,,
350,MARTLESHAM#7,UK,52.06,1.29,20,2.1770 ,2.5,0.95,E,FRONT FED,1.8,HORN,,,,,,,1,3,,,RDM,01/11/1989,30/11/1991,760,12.9,L,74.7,27.5,,273,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,11.5,10.7,9.3,6.3,4.5,3.7,3.1,2.3,1.6,1.4,1.1,0.8,0.6,0.5,0.4,0.3,0.3,0.3,0.3,,,,,,,,,,
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,5,0.1,E,CASSEGRAIN,5.5,CORR_HORN,Y,0,40,0,0,28,1,1,OLYMPUS,341,BCN,01/08/1991,31/07/1992,314.519,12.501,L,71.6,26.74,Y,0,1,0,0.1,DROP_COUNT,0.2,25,5M TO SW,T,80.17,66.64,58.86,46.47,31.08,19.27,15.02,10.56,7.32,5.22,3.98,3.29,1.99,1.93,1.87,1.75,1.45,0.86,0.26,,26.67,19.77,13.45,10.15,6.46,5.49,4.82,4.07,3.22,2.53,2.26,1.89,1.43,1,0.84,0.52,0.39,0.16,,,3.00E-03,1.00E+00,2.00E-03,2.00E+01,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). zero reference level obtained with radiometer (daper procedure)
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,5,0.1,E,CASSEGRAIN,5.5,CORR_HORN,Y,0,40,0,0,28,1,2,OLYMPUS,341,BCN,01/08/1992,31/07/1993,358.844,12.501,L,71.6,26.74,Y,0,1,0,0.1,DROP_COUNT,0.2,25,5M TO SW,T,78.66,65.97,59.39,47.74,33.98,23.1,17.77,12.93,8.78,6.01,5.05,3.73,2.2,1.95,1.89,1.78,1.5,0.94,0.38,,20.32,18.15,16.7,14.06,9.27,5.73,4.49,3.67,2.8,2.22,1.93,1.64,1.27,0.92,0.78,0.5,0.41,0.23,0.06,,3.00E-03,1.00E+00,5.00E-03,3.00E+01,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). zero reference level obtained with radiometer (daper procedure)
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,5,0.1,E,CASSEGRAIN,5.5,CORR_HORN,Y,0,40,0,0,28,1,3,OLYMPUS,341,BCN,01/08/1991,31/07/1992,304.606,19.77,L,71.6,26.74,Y,0,1,0,0.1,DROP_COUNT,0.2,25,5M TO SW,T,81.31,67.18,59.55,47.37,31.64,19.59,15.35,10.81,7.43,5.3,4.06,3.34,1.99,1.94,1.88,1.76,1.47,0.89,0.31,,28.42,28.27,28.11,24.22,15.58,11.11,8.87,7.02,5.99,5.1,4.5,3.83,3.04,2.4,2.06,1.68,1.25,0.73,,,3.00E-03,1.00E+00,5.00E-03,2.00E+01,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). zero reference level obtained with radiometer (daper procedure)
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,5,0.1,E,CASSEGRAIN,5.5,CORR_HORN,Y,0,40,0,0,28,1,4,OLYMPUS,341,BCN,01/08/1991,31/07/1992,306.912,19.77,L,-18.4,26.74,Y,0,1,0,0.1,DROP_COUNT,0.2,25,5M TO SW,T,81.04,67.05,59.39,47.16,31.51,19.52,15.27,10.75,7.4,5.28,4.04,3.33,1.99,1.94,1.88,1.76,1.47,0.89,0.3,,29.73,29.46,29.26,26.93,17.13,11.95,9.2,7.24,5.98,5.02,4.42,3.72,2.96,2.32,1.96,1.58,1.22,0.73,,,3.00E-03,1.00E+00,5.00E-03,2.00E+01,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). zero reference level obtained with radiometer (daper procedure)
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,5,0.1,E,CASSEGRAIN,5.5,CORR_HORN,Y,0,40,0,0,28,1,5,OLYMPUS,341,BCN,01/08/1992,31/07/1993,357.535,19.77,L,71.6,26.74,Y,0,1,0,0.1,DROP_COUNT,0.2,25,5M TO SW,T,78.73,66.03,59.45,47.8,34.05,23.15,17.8,12.96,8.8,6.03,5.06,3.73,2.22,1.95,1.89,1.78,1.5,0.94,0.38,,29.44,29.34,29.24,29.05,27.54,17.24,13.22,9.56,6.9,5.38,4.6,3.91,3.02,2.29,1.93,1.58,1.24,0.79,0.35,,3.00E-03,1.00E+00,1.00E-02,3.00E+01,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). zero reference level obtained with radiometer (daper procedure)
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,5,0.1,E,CASSEGRAIN,5.5,CORR_HORN,Y,0,40,0,0,28,1,6,OLYMPUS,341,BCN,01/08/1992,31/07/1993,357.514,19.77,L,-18.4,26.74,Y,0,1,0,0.1,DROP_COUNT,0.2,25,5M TO SW,T,78.73,66.04,59.45,47.8,34.05,23.15,17.8,12.96,8.8,6.03,5.06,3.73,2.22,1.95,1.89,1.78,1.5,0.94,0.38,,28.94,28.88,28.81,28.68,28.08,19.02,14.47,10.14,7.34,5.62,4.67,3.92,3.04,2.29,1.93,1.59,1.23,0.78,0.33,,3.00E-03,1.00E+00,1.00E-02,3.00E+01,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). zero reference level obtained with radiometer (daper procedure)
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,5,0.1,E,CASSEGRAIN,5.5,CORR_HORN,Y,0,40,0,0,28,1,7,OLYMPUS,341,BCN,01/08/1991,31/07/1992,319.101,29.656,L,71.6,26.74,Y,0,1,0,0.1,DROP_COUNT,0.2,25,5M TO SW,T,79.68,66.39,58.54,46.05,30.82,19.12,14.86,10.45,7.27,5.18,3.97,3.26,1.99,1.93,1.87,1.75,1.45,0.84,0.23,,27.46,27.38,27.29,27.12,24.4,19.25,15.47,11.3,8.96,7.38,6.42,5.27,3.91,2.94,2.4,1.82,1.18,0.59,,,3.00E-03,1.00E+00,2.00E-02,2.00E+01,0T,,,,,negative last value of attenuation cdf (-0.81) erased C.Riva 21.04.2006. classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). zero reference level obtained with radiometer (daper procedure)
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,5,0.1,E,CASSEGRAIN,5.5,CORR_HORN,Y,0,40,0,0,28,1,8,OLYMPUS,341,BCN,01/10/1991,30/09/1992,327.098,29.656,L,71.6,26.74,Y,0,1,0,0.1,DROP_COUNT,0.2,25,5M TO SW,T,87.43,72.55,67.35,57.23,40.13,24.47,18.31,12.53,8.44,5.88,4.83,3.63,2.09,1.94,1.89,1.77,1.48,0.91,0.33,,27.34,27.19,27.03,24.44,24.16,17.22,14.83,12.06,9.53,7.83,6.83,5.61,4.15,3.12,2.52,1.9,1.22,0.66,0.05,,5.00E-03,1.00E+00,1.00E-02,3.00E+01,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). zero reference level obtained with radiometer (daper procedure)
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,5,0.1,E,CASSEGRAIN,5.5,CORR_HORN,Y,0,40,0,0,28,1,9,OLYMPUS,341,BCN,01/08/1992,31/10/1992,80.452,29.656,L,71.6,26.74,Y,0,1,0,0.1,DROP_COUNT,0.2,25,5M TO SW,T,88.11,77.54,72.47,66.56,50.1,36.65,28.81,20.13,12,8.37,7.04,5.41,3.49,1.99,1.95,1.87,1.66,1.26,0.86,0.05,24.41,24.31,24.22,24.03,18.77,16,15.07,13.69,11.23,8.79,7.5,5.83,4.2,2.87,2.32,1.71,1.06,0.63,,,,,,,,,,,,negative last value of attenuation cdf (-0.16) erased C.Riva 21.04.2006. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005). ZERO REFERENCE LEVEL OBTAINED WITH RADIOMETER (DAPPER PROCEDURE).
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,2,1.1,E,GREGORIAN,1.5,CORR_HORN,Y,0,0,-25,0,0,1,10,,341,RDM,01/03/1991,29/02/1992,330.126,12.7,L,90,26.74,Y,270,1,150,0.2,DROP_COUNT,0.2,25,2M TO W,T,43.16,37.42,33.94,29.78,24.19,17.99,14.22,10.37,7.4,5.17,3.94,3.1,1.99,1.97,1.95,1.9,1.79,1.57,1.34,0.89,6.9,5.77,5.29,4.89,4.34,3.51,2.81,1.88,1.43,1.12,0.97,0.89,0.68,0.5,0.49,0.48,0.45,0.39,0.33,0.22,,,,,,,,,,THREE RADIOMETER CALCULATION USED. SEE L. VD COEVERING 1993.              CONCURRENCY OBTAINED BY TAKING ONLY PERIODS WHEN BOTH SIGNALS WHERE              VALID.
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,2,1.1,E,GREGORIAN,1.5,CORR_HORN,Y,0,0,-25,0,0,1,11,,341,RDM,01/12/1990,30/11/1991,249.421,20,L,90,26.74,Y,270,1,150,0.2,DROP_COUNT,0.2,25,2M TO W,T,45.44,40.24,36.16,31.87,26.41,19.9,16.61,12.14,7.89,5.48,4.17,3.2,1.99,1.97,1.95,1.9,1.78,1.55,1.32,0.85,19.37,17,14.44,13.23,11.46,9.79,8.03,5.5,3.99,3.17,2.76,2.3,1.8,1.43,1.3,1.03,0.96,0.87,0.78,0.59,,,,,,,,,,THREE RADIOMETER CALCULATION USED. SEE L. VD COEVERING 1993.              CONCURRENCY OBTAINED BY TAKING ONLY PERIODS WHEN BOTH SIGNALS WHERE              VALID.
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,2,1.1,E,GREGORIAN,1.5,CORR_HORN,Y,0,0,-25,0,0,1,12,,341,RDM,01/03/1991,29/02/1992,330.126,29.8,L,90,26.74,Y,270,1,150,0.2,DROP_COUNT,0.2,25,2M TO W,T,43.16,37.42,33.94,29.78,24.19,17.99,14.22,10.37,7.4,5.17,3.94,3.1,1.99,1.97,1.95,1.9,1.79,1.57,1.34,0.89,40.33,33.34,30.33,28.43,24.85,20.21,16.25,10.44,7.53,5.89,5.08,4.11,3.03,2.36,1.99,1.7,1.39,1.07,0.93,0.74,,,,,,,,,,THREE RADIOMETER CALCULATION USED. SEE L. VD COEVERING 1993.              CONCURRENCY OBTAINED BY TAKING ONLY PERIODS WHEN BOTH SIGNALS WHERE              VALID.
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,2,1.1,E,GREGORIAN,1.5,CORR_HORN,Y,0,0,-25,0,0,1,13,,341,RDM,01/03/1992,28/02/1993,347.884,12.7,L,90,26.74,Y,270,1,150,0.2,DROP_COUNT,0.2,25,2M TO W,T,85.88,71.6,65.95,55.59,38.79,22.93,16.98,11.86,7.99,5.79,4.83,3.69,2.32,1.97,1.94,1.87,1.7,1.35,1.01,0.33,6.34,5.45,5.27,4.96,4.55,3.86,3.38,2.38,1.7,1.28,1,0.93,0.76,0.5,0.49,0.47,0.43,0.34,0.25,0.08,,,,,,,,,,THREE RADIOMETER CALCULATION USED. SEE L. VD COEVERING 1993.              CONCURRENCY OBTAINED BY TAKING ONLY PERIODS WHEN BOTH SIGNALS WHERE              VALID.
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,2,1.1,E,GREGORIAN,1.5,CORR_HORN,Y,0,0,-25,0,0,1,14,,341,RDM,01/12/1991,30/11/1992,349.589,20,L,90,26.74,Y,270,1,150,0.2,DROP_COUNT,0.2,25,2M TO W,T,85.77,71.55,65.7,55.12,38.19,22.76,16.96,11.85,8.24,5.84,4.85,3.68,2.27,1.98,1.95,1.89,1.76,1.49,1.22,0.68,16.47,13.94,12.45,11.87,10.83,9.16,8.07,6.14,4.51,3.36,2.83,2.34,1.86,1.48,1.38,1.17,0.96,0.85,0.74,0.51,,,,,,,,,,THREE RADIOMETER CALCULATION USED. SEE L. VD COEVERING 1993.              CONCURRENCY OBTAINED BY TAKING ONLY PERIODS WHEN BOTH SIGNALS WHERE              VALID.
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,2,1.1,E,GREGORIAN,1.5,CORR_HORN,Y,0,0,-25,0,0,1,15,,341,RDM,01/03/1992,28/02/1993,347.884,29.8,L,90,26.74,Y,270,1,150,0.2,DROP_COUNT,0.2,25,2M TO W,T,85.88,71.6,65.95,55.59,38.79,22.93,16.98,11.86,7.99,5.79,4.83,3.69,2.32,1.97,1.94,1.87,1.7,1.35,1.01,0.33,36.42,31.25,30.09,28.45,26.06,22.06,19.39,12.5,9.38,6.81,5.54,4.41,3.32,2.49,2.14,1.75,1.33,0.95,0.79,0.44,,,,,,,,,,THREE RADIOMETER CALCULATION USED. SEE L. VD COEVERING 1993.              CONCURRENCY OBTAINED BY TAKING ONLY PERIODS WHEN BOTH SIGNALS WHERE              VALID.
351,EINDHOVEN,NL,51.45,5.49,18,2.4132 ,2,1.1,E,GREGORIAN,1.5,CORR_HORN,Y,0,0,-25,0,0,1,16,,341,RDM,25/09/1990,31/08/1993,871.189,12.7,L,90,26.74,Y,270,1,150,0.2,DROP_COUNT,0.2,25,2M TO W,T,79.9,65.48,57.75,45.51,32.05,21.62,16.92,12.17,8.19,5.72,4.61,3.52,2,1.97,1.94,1.87,1.72,1.41,1.1,0.47,9.48,6.8,5.68,5.08,4.45,3.6,3.04,2.1,1.51,1.19,0.98,0.9,0.7,0.5,0.49,0.47,0.43,0.35,0.26,0.1,,,,,,,,,,THREE RADIOMETER CALCULATION USED. SEE L. VD COEVERING 1993.              CONCURRENCY OBTAINED BY TAKING ONLY PERIODS WHEN BOTH SIGNALS WHERE              VALID.
